Character_ID,Character_Name,Image_URL,Species,House,House_URL,Status,Lore,Parents,Siblings,Children
CH053,Dorne Soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Dorne_Soldier.png,Human,Not Available,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Not Available,"A disciplined spear-wielder under House Martell's banner, guarding Dorne’s borders with honor and pride.",Not Available,Not Available,Not Available
CH054,Dothraki Khal,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Dothraki_Khal.png,Human,Dothraki,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Dead,"A warlord of the Great Grass Sea, feared for his ruthlessness and command over thousands of screamers.",Not Available,Not Available,Not Available
CH055,Dothraki man,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Dothraki_Man.png,Human,Dothraki,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Dead,"Riders of the Great Grass Sea, the Dothraki were thunder made mortal. No walls, no crowns—only blood, speed, and the scream of hooves.
Each man was a warrior from birth, his braid uncut until shamed in battle. They lived by the arakh and died in glory.
When Daenerys came, some called her Mhysa. She led them across the sea, beyond the edge of their world. But dragons do not tame easily, and neither do the horse lords.
When the city burned, their cries echoed louder than the flames.",Not Available,Not Available,Not Available
CH056,Dragonstone citizen,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Human,Not Available,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Not Available,"One of the many lives on the windswept isle of Dragonstone, overshadowed by fire, faith, and royalty.",Not Available,Not Available,Not Available
CH057,Drennan,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Drennan.png,Human,House Greyjoy,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Greyjoy.png,Dead,"An ironborn warrior, loyal to Theon House Greyjoy during his ill-fated campaign in the North, met a brutal end.",Not Available,Not Available,Not Available
CH058,Drogo's horse,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Horse.png,Horse,Not Available,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Dead,"Steed of the Great Khal Drogo, bred for battle and blood. It shared in its master's fate with silent dignity.",Not Available,Not Available,Not Available
CH059,Eddison Tollett,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Eddison_Tollet.png,Human,House Tollett,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Tollet.png,Dead,"Dolorous Edd, they called him—dark of wit, dry of humor, and ever weary.
He served the Night’s Watch with grumbling loyalty, surviving battles that claimed braver men.
He stood with Jon Snow through mutiny and madness, fire and ice. And when Jon left the Wall, Edd bore the burden of command with grim reluctance.
He died as he lived—watching the end come from behind tired eyes, a joke on his lips and a sword in his hand.",Not Available,Not Available,None
CH060,Ellaria Sand,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/oberyns_chick.png,Human,Sand Snakes,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Umber.png,Fate not shown,"Paramour of Oberyn Martell and mother to the Sand Snakes, Ellaria burned with love—and hate.
When Oberyn fell, her grief twisted into fury. She poisoned, plotted, and pulled Dorne into vengeance against the Lannisters.
But vengeance feeds on itself. In her pursuit of justice, she orphaned innocents, shattered alliances, and brought ruin to her own house.
In the dungeons of King’s Landing, chained beside the rotting corpse of her daughter, she bore witness to her own undoing in silence and decay.","Harmen Uller, Lord of Hellholt",Not Available,"Tyene Sand, Various Snakes"
CH061,Euron Greyjoy,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/EaronGreyjoy.png,Human,House Greyjoy,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Greyjoy.png,Dead,"Crow’s eye, kinslayer, sea-reaver, and mad prophet of the deep. Euron House Greyjoy returned from exile with madness in his blood and thunder in his sails.
He spoke of krakens and drowned gods, of Valyrian relics and fire made flesh. No man trusted him, and no man dared turn his back on him.
He carved a path of slaughter through sea and sky, capturing dragons, murdering kin, and bedding queens.
When his war came to the shores of King’s Landing, he laughed in the face of death. And death, in turn, struck him down like a wave upon the rocks.",Not Available,"Balon Greyjoy, Aeron Greyjoy",One unborn child
CH062,Faith Militant Brother,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/FaithMilitant.png,Human,Faith Militant,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Dead,"A zealot sworn to the Seven, armored in devotion and iron, enforcer of faith through flame and steel.",Not Available,Not Available,Not Available
CH063,Frey family member,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Frey_Family_Member.png,Human,House Frey,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Frey.png,Dead,"One of the many faces of House Frey, indistinct among the treacherous brood that orchestrated the Red Wedding.",Not Available,Numerous,Not Available
CH064,Frey soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Frey_Soldier.png,Human,House Frey,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Frey.png,Not Available,"A dagger in the back of honor. The soldiers of House Frey fought with numbers, not valor.
They stood at the Red Wedding not as warriors, but as butchers. Draped in guest’s cloaks, they danced to the music of betrayal, turning feasting hall into slaughterhouse.
They fought for Walder Frey and died with him too—cut down like wheat when the wolves returned for justice.
Few remember their names. But their shame is etched in blood across the pages of history.",Not Available,Not Available,Not Available
CH065,Gared,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Gared.png,Human,Night's Watch,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Dead,"A seasoned ranger of the Night’s Watch, witness to the terror beyond the Wall. His warnings fell on deaf ears.",Not Available,Not Available,Not Available
CH066,Gendry,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Gendry.png,Human,House Baratheon,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Baratheon_Dragonstone.png,Alive,"A bastard of Robert Baratheon, born in the gutters of King’s Landing with fire in his arms and strength in his forge.
He knew no title, no house, only the weight of a hammer and the scorn of nobility.
Yet fate drew him into the paths of queens and killers, from the Brotherhood to the Battle of Winterfell.
He fought with honor, loved with confusion, and rose—by royal decree—to become Lord of Storm’s End.
But in his heart, he remained Gendry of the forge: iron-willed, loyal, and tempered by fire.","King Robert Baratheon, Unnamed tavern wench","Mya Stone, Bella, Edric Storm, Barra",Not Available
CH067,Ghost,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Ghost.png,Direwolf,House Stark,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Stark.png,Alive,"Jon Snow's loyal albino direwolf, known for his silent demeanor and fierce loyalty.",Not Available,"Grey Wind, Lady, Nymeria, Summer, Shaggydog",Not Available
CH068,Giant Wight,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/GiantWhite.png,Undead Giant,Undead,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Undead,"A behemoth of death, a legend unmade. Once a mighty giant of the far north, he fell beneath the weight of winter.
Raised by the Night King, his soul torn from rest, he marched in silent fury, crushing men and gates alike beneath rotting feet.
His eyes burned blue. His breath carried frost. And his ruin was a harbinger of the cold that devoured the world.
No blade remembered his name. No grave bore his bones.",Not Available,Not Available,Not Available
CH069,Giant mammoth,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Giant_Mammoth.png,Mammoth,Wildlife,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Dead,"Wooly titans from a world older than crowns. The Free Folk rode them into war, shaking the earth with every step.
Great shaggy beasts, their tusks were trees, their hides thick as armor. When the Night’s Watch faced them, they faced more than muscle—they faced history awakened.
As winter deepened, even the mammoths fell to undeath, twisted into icy engines of destruction.
Their trumpets once heralded ancient glory. Now they echo in memory only.",Not Available,Not Available,Not Available
CH070,Giant wildling,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Giant_Wildling.png,Human,Free Folk,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Dead,"A towering creature allied with the Free Folk, fierce in battle, and driven by a primal need for survival.",Not Available,Not Available,Not Available
CH071,Gladiator,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Gladiator.png,Human,Not Available,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Dead,"In the fighting pits of Meereen, men became monsters for coin and applause.
These were no knights—only flesh to be torn and blood to be spilled.
When Daenerys reopened the pits to appease tradition, old warriors and young fools alike stepped into the sand.
Some fought for freedom, others for fame, and all danced with death.
Few lived. None were remembered.",Not Available,Not Available,Not Available
CH072,Goat,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/goat.png,Goat,Wildlife,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Dead,"A humble creature, its presence in Westeros more culinary than combative, yet not without narrative impact.",Not Available,Not Available,Not Available
CH073,Golden Company Horse,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Horse.png,Horse,Not Available,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Dead,"A proud beast bred for battle and trained under the discipline of the famed mercenary company. Clad in ornate barding and symbols of gold, it thundered into war alongside the best-paid swords in Essos.",Not Available,Not Available,Not Available
CH074,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Horse.png,Horse,Not Available,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Dead,"A seasoned mercenary from the legendary Golden Company, known for discipline, honor, and betrayal. He followed the gold, not the crown, fighting in foreign wars until the day fate claimed him in Westeros.",Not Available,Not Available,Not Available
CH075,Grand Maester Pycelle,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Pycell.png,Human,Not Available,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Dead,"A cunning and aged man of the Citadel, Pycelle served the Iron Throne through shifting rulers. Behind a frail façade lay a shrewd political survivor. His loyalties bent with power, until they led to his quiet, sudden end.",Not Available,Not Available,Not Available
CH076,Great Master,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Great_Masters.png,Human,Great Masters of Meereen,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Dead,"One of Meereen's slaveholding elite, clinging to power even as Daenerys stormed their gates. Dressed in silk and arrogance, he thought himself untouchable until the dragons came.",Not Available,Not Available,Not Available
CH077,Gregor Clegane,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/The_Hound.png,Human,House Clegane,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Clegane.png,Undead,"More beast than man, a towering executioner of pain. Ser Gregor was a mountain in flesh—huge, brutal, and without mercy.
He raped, burned, and butchered under Lannister banners, a plague of steel that silenced cities.
Poisoned by Oberyn Martell, he was remade into something worse—a silent shadow in black armor, death incarnate.
He served Cersei until the very end, standing unmoved by fire or blade.
It was only his brother, the Hound, who dragged him into the abyss. And there, at last, the Mountain fell.",Not Available,Sandor,None
CH078,Grenn,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Grenn.png,Human,Night's Watch,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Dead,"A simple man of the Night’s Watch, Grenn held no titles and claimed no glory. But when the gate beneath the Wall was threatened by a giant, Grenn and a handful of brothers stood their ground.
They held the tunnel with oaths on their lips and fear in their eyes. They died where they stood, as true men of the Night’s Watch.
No songs bear his name—but the Wall still stands because of it.",Not Available,Not Available,Not Available
CH079,Grey Wind,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Grey_Wind.png,Direwolf,House Stark,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Stark.png,Dead,"Robb Stark’s direwolf, swift and savage, born of snow and fate.
Grey Wind led charges into battle, faster than arrows, crueler than steel.
He was more than a beast—he was the young wolf’s shadow, his fury made fang.
At the Red Wedding, he was caged like a dog and slain like a traitor.
His head was sewn to Robb’s corpse in mockery. But in the North, they say Grey Wind still howls when justice is near.",Not Available,"Ghost, Lady, Nymeria, Summer, Shaggydog",Not Available
CH080,Grey Worm,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Grey_Worm.png,Human,Unsullied,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Alive,"Commander of the Unsullied, a blade honed from childhood, emotion stripped, identity erased.
Grey Worm served Daenerys with unwavering discipline, fighting for a queen who gave him purpose and love.
He knew loss in silence and love in shadow, sharing rare warmth with Missandei amidst the cruelty of war.
When Daenerys fell, he did not flinch. He became her justice, her sword beyond death.
He sailed to Naath, not for peace—but perhaps for the promise of it.",Not Available,Not Available,Not Available
CH081,Greyjoy Soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Greyjoy_Soldier.png,Human,House Greyjoy,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Greyjoy.png,Not Available,"Reavers, raiders, salt-soaked shadows of the sea. The soldiers of House Greyjoy knew no mercy and sought no land—they took what was not given.
They drowned to be reborn, feared neither gods nor kings.
Whether under Balon or Euron, they sailed in black silence to plunder, burn, and vanish.
Few survived the wars of Westeros, and fewer still learned any path but that of the axe.",Not Available,Not Available,Not Available
CH083,Guymon,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Guymon.png,Human,Not Available,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Not Available,"A nameless casualty swept up in the politics of power. Little is recorded of his life, save that he died a pawn in a much larger game.",Not Available,Not Available,Not Available
CH084,Harry Strickland,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Harry_Strickland.png,Human,House Strickland,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Strickland.png,Dead,"Commander of the Golden Company, a man of poise and reputation rather than ferocity. His dreams of conquest ended as quickly as they began on the shores of Westeros.",Not Available,Not Available,Not Available
CH085,High Septon,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/High_Septor.png,Human,Faith of the Seven,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_The_Seven.png,Dead,"A man cloaked in ceremony and jewels, he once represented the gods' voice in the Red Keep. Politics, not piety, shaped his sermons, and when power shifted, he was swept aside.",Not Available,Not Available,Not Available
CH086,High Sparrow,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/HighSparrow.png,Human,Not Available,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Dead,"A zealot in rags who rose to become the voice of the Faith Militant. He cleansed the realm with fire and judgment, toppling queens and lords alike, before wildfire claimed his holy reign.",Not Available,Not Available,Not Available
CH087,Hill tribesman,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Hill_Tribesman.png,Human,Not Available,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Not Available,"Clad in furs and iron rings, the mountain clans of the Vale spoke with blades, not banners.
They answered to no lords until Tyrion Lannister bought their loyalty with promises of blood and gold.
They marched into cities they had only heard of in curses, laying waste like wolves among sheep.
And when the wars ended, they melted back into the mountains, laughing at the softness of the south.",Not Available,Not Available,Not Available
CH088,Hizdahr zo Loraq,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Hizdahr_zo_Loraq.png,Human,House zo Loraq,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Dead,"A noble of Meereen caught between tradition and revolution. He played courtly games with Daenerys, seeking peace while hiding rebellion. The arena would be his end.",Not Available,Not Available,None
CH089,Hodor,https://github.com/MrAnderson-Data/got-tableau-dashboard/blob/main/images/characters/Hodor.png?raw=true,Human,House Stark,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Stark.png,Dead,"Hodor.
A gentle giant with the strength of ten men and the mind of a child. Once named Wylis, his fate was written before his body could bear it.
He carried Bran Stark through snow and shadow, never questioning, never fearing.
When the dead came, he held the door. And in that act, all the pain, the confusion, the burden of years found its purpose.
Hodor. The boy who bore the future on his back—and died saving it.",A Cow and a Sheep,Not Available,None
CH090,Bran Stark,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Brann_Stark.png,Human,House Stark,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Stark.png,Alive,"He fell from a tower and rose as something more. Brandon Stark, once a boy who dreamed of knights, became a vessel for ancient power.
He walked through wolves, flew through ravens, and witnessed the birth of legends.
As the Three-Eyed Raven, he saw past, present, and future—not as memories, but as truths.
Detached from grief, above fear, he watched as the world turned. And when the ashes cooled, it was Bran who became king—not to rule, but to remember.
For in memory lies the fate of men.","Eddard Stark, Catelyn Stark","Robb Stark, Sansa Stark, Arya Stark, Rickon Stark​",None
CH091,Horse,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Horse.png,Horse,Not Available,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Not Available,"A nameless beast of burden or battle. Loyal, swift, and doomed to fall in service to men who ride to war.",Not Available,Not Available,Not Available
CH092,Horse breeder,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Human,Not Available,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Not Available,"A craftsman of hoof and hide, raising steeds for nobility and warlords alike. His legacy rode across continents, though history remembers only the ones who died upon their mounts.",Not Available,Not Available,Not Available
CH093,Hoster Tully,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Hoster_Tully.png,Human,House Tully,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Tully.png,Dead,"Lord of Riverrun and staunch supporter of the old ways. A man of honor, family, and quiet regrets, who helped forge the Stark-Tully bond through marriage. His death marked the fading of an older generation.",Not Available,Brynden Tully,"Catelyn, Lysa, Edmure"
CH094,Ilyn Payne,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Payne.png,Human,House Payne,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Payne.png,Fate unconfirmed,"The King’s Justice, silent executioner of House Lannister. His tongue removed for offending the Mad King, Ilyn Payne spoke only through steel.
He beheaded Eddard Stark before the eyes of a kingdom, and his presence became a grim omen at court.
He carried out justice without word, remorse, or question.
When the war turned, he faded from view—but his shadow lingered over the Iron Throne like the fall of an axe.",Not Available,Not Available,None
CH095,Irri,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Irri.png,Human,Not Available,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Dead,"Handmaid and loyal follower of Daenerys Targaryen, she bore witness to dragons' birth and the fall of cities. Her quiet strength served her queen to the bitter end.",Not Available,Not Available,None
CH096,Jack,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Human,Not Available,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Not Available,"A minor figure lost to the chaos of civil war. His fate, like many, was to die unnamed and uncelebrated.",Not Available,Not Available,Not Available
CH097,Jafer Flowers,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Human,Not Available,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Dead,"A ranger of the Night's Watch, loyal to the black and the realm. He perished Beyond the Wall, another fallen brother claimed by the cold and the dead.",Not Available,Not Available,Not Available
CH098,Jaime Lannister,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Jamie_Lannister.png,Human,House Lannister,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Lannister.png,Dead,"Kingslayer. Oathbreaker. Lion of Lannister. Jaime’s name was spoken in equal parts awe and scorn.
He killed the Mad King to save a city, and was cursed for it. He loved his sister with fire and shame. He served with brilliance, fought with fury, and lost more than most.
When his sword hand was taken, so too was his arrogance. What remained was something closer to a man.
He rode north to fight for the living, then rode south for love—knowing it would kill him.
In the end, he died in his sister’s arms, not as a lion, not as a knight, but as a man flawed and faithful to the last.",Tywin Lannister,"Cersei Lannister, Tyrion Lannister","Joffrey, Myrcella, Tommen (with Cersei)"
CH099,Janos Slynt,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Janos_Slynt.png,Human,House Slynt,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Slynt.png,Dead,"Once a butcher’s son, Janos Slynt climbed the greasy pole to become Commander of the City Watch of King’s Landing. He sold loyalty like meat—cheap and bloody.
He betrayed Ned Stark at the steps of Baelor’s Sept, earning a knighthood and a seat in the court of vipers. But rats do not fare well in storms.
When the tide turned, he was cast to the Wall, stripped of title and favor. There he found no gold, only cold.
When Jon Snow asked for his loyalty, Slynt cowered. And for that cowardice, he knelt—headless, remembered not for power, but for disgrace.",Not Available,Not Available,Not Available
CH100,Jaqen H'ghar,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/faceless_Man.png,Human,Not Available,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/Unknown_Family.png,Alive,"A man has many faces. A man has many names. Jaqen H’ghar was one such name, whispered like a riddle and forgotten like a dream.
He came from the black cells, bound for death, yet walked free by fire and fate.
At the House of Black and White, he served the Many-Faced God, killing without mercy and without ego.
To Arya Stark, he was teacher, tormentor, mirror. To the world, he was a whisper in the dark, a knife behind a smile.
Perhaps he never existed at all.",Not Available,Not Available,None
CH101,Jeor Mormont,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Jeor_Mormont.png,Human,House Mormont,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Mormont.png,Dead,"The Old Bear, Lord Commander of the Night's Watch. Fierce and fatherly, he led the Watch into the unknown and gave his life for honor and truth.",Not Available,Maege Mormont,Jorah Mormont
CH102,Joffrey Baratheon,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Joffrey.png,Human,House Baratheon,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Baratheon_Dragonstone.png,Dead,"Born of incest and crowned in lies, Joffrey Baratheon ruled with a golden sneer and an iron fist.
He was cruelty wrapped in silk, a child with a crown and no conscience. He slew whores for sport, mocked the noble, and ruled by whim.
He had his betrothed’s father slain, his people starved, and his enemies flayed—until the wine turned bitter.
At his wedding feast, he choked and died before the realm he terrorized, purple-faced and gasping.
And not a soul wept without relief.","Cersei Lannister, Jaime Lannister","Myrcella Baratheon, Tommen Baratheon",None
CH103,Jojen Reed,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Jojen_Reed.png,Human,House Reed,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Reed.png,Dead,"A greenseer with visions of what must be. Young, wise beyond his years, and guided by dreams, he walked the path of destiny to guide the future of Westeros, sacrificing himself without hesitation.",Howland Reed,Meera Reed,None
CH104,Jon Arryn,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Jon_Arryn.png,Human,House of Arryn,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Arryn.png,Dead,"The Hand whose death set the game into motion. Stalwart and just, he raised Ned Stark and Robert Baratheon like sons. Poison silenced him, but his absence echoed through the realm.",Not Available,Not Available,Robert Arryn
CH105,Jon Snow,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Jon_Snow.png,Human,House Stark,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Stark.png,Alive..,"Bastard of Winterfell, raised in shadow, Jon Snow was born without a name but bore the weight of the realm.
He took the black and gave his life to it—dying once, and rising again. He fought wildlings, White Walkers, and his own brothers.
He loved and lost, rose and fell, and slew the queen he once called savior.
In the end, he was not king, not lord, not even remembered.
He was the sword in the darkness, the watcher on the Wall. And when the wheel turned, he chose exile over power—just as the last hero always does.","Rhaegar Targaryen, Lyanna Stark",Aegon Targaryen (half-brother)​,None
CH106,Jorah Mormont,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Jorah_Mormont.png,Human,House Mormont,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Mormont.png,Dead,"Exiled for selling men, Jorah sought gold and honor in foreign lands but found only shame and a queen to serve.
He loved Daenerys with silent devotion, shielding her with sword and body, even when she cast him aside.
He fought with greyscale on his flesh and love in his blood. And when the dead came, he died as he had lived—defending the one flame that lit his world.
She forgave him in death. And in that, he found peace.",Jeor Mormont,None,None
CH107,Jory Cassel,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/refs/heads/main/images/characters/Jory_Cassel.png,Human,House Mormont,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/house/House_Mormont.png,Dead,"Captain of the Stark guard, loyal to the end. Jory served Lord Eddard Stark with steel and silence, a shadow of duty beside a noble man.
He fought against Lannister blades in the streets of King’s Landing, defiant and fearless.
But no courage could match the Mountain's brother. Jaime Lannister stabbed him through the eye—a swift death, undeserved.
His name was forgotten by many. But Winterfell remembered.",Not Available,Not Available,None
